No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
386	完了	徳島県	徳島市	アニメイト徳島	770-0912	徳島県徳島市東新町1-5-3	ユーフォーテーブルシネマB1F	34.070633	134.547653			0886-26-0582	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/tokushima/			トクシマシ	ア	12	36	1	7
387	完了	高知県	高知市	アニメイト高知	780-0870	高知県高知市本町3-1-2	アイランドワンビル2F	33.559143	133.536123			088-826-6621	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kochi/			コウチシ	ア	12	39	1	7
388	完了	愛媛県	松山市	アニメイト松山	790-0012	愛媛県松山市湊町4-10-8	BE-FLAT4F	33.836197	132.765031			089-913-1216	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/matsuyama/			マツヤマシ	ア	12	38	6	7
389	完了	愛媛県	松山市	らしんばん松山店	790-0012	愛媛県松山市湊町4-10-4	共栄興産湊町ビル 2F	33.836123	132.765446			089-947-3222	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2007年3月24日オープン	https://www.lashinbang.com/store/matsuyama/			マツヤマシ	ラ	19	38	6	7
390	完了	愛媛県	松山市	メロンブックス松山店	790-0012	愛媛県松山市湊町4-10-4	共栄興産湊町ビル2F	33.836123	132.765446			089-987-6170	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=21			マツヤマシ	メ	20	38	6	7
391		愛媛県	伊予郡	ポケモンストア エミフルMASAKI店	791-3120	愛媛県伊予郡松前町筒井850	エミフルMASAKI エミモール 2F	33.789745	132.716105				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/ehime/			イヨシ	ホ	27	38	10	7
392	完了	福岡県	北九州市	あるあるCity	802-0001	福岡県北九州市小倉北区浅野2-14-5		33.887526	130.88474			093-512-9566	その他	ソノタ	株式会社アパマンショップネットワークが運営するアニメや漫画、フィギュア、ゲームを専門店並びにアニソンカフェ、お笑いステージなどを含めた複合施設。	http://aruarucity.com/			キタキュウシュウシ	ソ	29	40	14	8
393	完了	福岡県	北九州市	駿河屋小倉あるあるCity店 1号店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 2F	33.887526	130.88474			093-551-1426	駿河屋	スルガヤ	通販ショップ「駿河屋」の実店舗<br />取り扱い商品は、スクイーズ、ファンシー雑貨、キャラクター雑貨、フィギュアなど。<br />※2017年6月24日オープン	http://www.a-too.co.jp/shopsearch/駿河屋小倉あるあるcity店/			キタキュウシュウシ	ス	23	40	14	8
394		福岡県	北九州市	ジャングル小倉店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 2F	33.887463	130.884811			093-967-7446	ジャングル	ジャングル		https://jungle-scs.co.jp/?page_id=71			キタキュウシュウシ	シ	26	40	14	8
395	完了	福岡県	北九州市	アニメイト小倉	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 3F	33.887526	130.88474			093-512-7743	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kokura/			キタキュウシュウシ	ア	12	40	14	8
396	完了	福岡県	北九州市	ゲーマーズ小倉店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 3F	33.887526	130.88474			093-541-3731	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4250/			キタキュウシュウシ	ケ	16	40	14	8
397	完了	福岡県	北九州市	らしんばん小倉店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 3F	33.887526	130.88474			093-513-7393	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2012年4月27日オープン	https://www.lashinbang.com/store/kokura/			キタキュウシュウシ	ラ	19	40	14	8
398	完了	福岡県	北九州市	メロンブックス小倉店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 3F	33.887526	130.88474			093-512-3363	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=24			キタキュウシュウシ	メ	20	40	14	8
399	完了	福岡県	北九州市	まんだらけ 小倉店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 4F	33.887526	130.88474			093-512-1777	まんだらけ	マンダラケ	マンガ専門の古書店	http://mandarake.co.jp/shop/kkr/			キタキュウシュウシ	マ	21	40	14	8
400	完了	福岡県	北九州市	駿河屋小倉あるあるCity店 2号店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 4F	33.887526	130.88474			093-551-5645	駿河屋	スルガヤ	通販ショップ「駿河屋」の実店舗<br />取り扱い商品は、新旧ゲーム機本体＆ゲームソフト、ゲーム系書籍(雑誌・攻略本)、イラスト・設定資料集、トレカなど<br />※2017年6月24日オープン	http://www.a-too.co.jp/shopsearch/駿河屋小倉あるあるcity店/			キタキュウシュウシ	ス	23	40	14	8
401	完了	福岡県	福岡市	ジーストア小倉	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 5F	33.887526	130.88474			092-739-2333 	ジーストア	ジーストア	キャラクターグッズ専門店<br />コスパ商品正規取扱店舗<br />旧・ジーストア福岡から2020年10月10日に移転・改名	http://www.geestore.com/geenet/geestore/fukuoka			フクオカシ	シ	18	40	1	8
402		福岡県	福岡市	コスパ ジーストア小倉店	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 5F	33.887526	130.88474				COSPA	コスパ		https://www.cospa.com/event/id/20382			フクオカシ	コ	15	40	1	8
403	完了	福岡県	福岡市	らしんばん福岡天神店	810-0001	福岡県福岡市中央区天神1-9-1	ベスト電器福岡本店 8F	33.591044	130.401493			092-771-8801	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2016年12月17日オープン	https://www.lashinbang.com/store/fukuokatenjin/			フクオカシ	ラ	19	40	1	8
404	完了	福岡県	福岡市	メロンブックス福岡天神店	810-0001	福岡県福岡市中央区天神1-9-1	ベスト電器福岡本店 9F	33.591044	130.401493			092-739-5505	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />2016年12月17日に、旧福岡店から移転リニューアルオープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=23			フクオカシ	メ	20	40	1	8
405	完了	福岡県	福岡市	アニメイト福岡パルコ	810-0001	福岡県福岡市中央区天神2-11-1	福岡パルコ本館 8F	33.591007	130.398642			092-732-8070	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※元・アニメイト福岡天神ビブレ店が天神ビブレの閉店に伴い移転し、2020年3月28日にオープン	https://www.animate.co.jp/shop/fukuokatenjin/			フクオカシ	ア	12	40	1	8
406	完了	福岡県	福岡市	麦わらストア 福岡店	810-0001	福岡県福岡市中央区天神2-11-1	福岡PARCO 7F	33.590441	130.398646			092-235-7428	その他	ソノタ	『ONE PIECE』のオフィシャルショップ	http://www.mugiwara-store.com/store/1256			フクオカシ	ソ	29	40	1	8
407	完了	福岡県	福岡市	ボークス福岡ショールーム	810-0001	福岡県福岡市中央区天神4-4-11	イオンショッパーズ福岡店 6F	33.593852	130.398436			092-715-5239	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/fukuoka_sr/			フクオカシ	ホ	24	40	1	8
408	完了	福岡県	福岡市	アニメガ×ソフマップ 天神1号館	810-0001	福岡県福岡市中央区今泉1-25-1	ビックカメラ天神1号館Bブロック 1～2F	33.586930	130.401061			092-732-1112	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」として新たにオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_tenjin			フクオカシ	ア	22	40	1	8
409	完了	福岡県	福岡市	まんだらけ 福岡店	810-0041	福岡県福岡市中央区大名2-9-5	グランドビル	33.590117	130.393751			092-716-7774	まんだらけ	マンダラケ	マンガ専門の古書店	http://mandarake.co.jp/shop/fko/			フクオカシ	マ	21	40	1	8
410		福岡県	福岡市	ポケモンセンターフクオカ	812-0012	福岡県福岡市博多区博多駅中央街1-1	JR博多シティ 8Ｆ（アミュプラザ博多内）	33.589895	130.419725				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/fukuoka/			フクオカシ	ホ	27	40	1	8
411	完了	福岡県	福岡市	ゲーマーズ博多店	812-0012	福岡県福岡市博多区博多駅中央街2-1	博多バスターミナル 7F ナムコワンダーパーク博多内	33.591538	130.419763			092-434-6868	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4238/			フクオカシ	ケ	16	40	1	8
412	完了	福岡県	福岡市	アニON STATION 博多バスターミナル店	812-0012	福岡県福岡市博多区博多駅中央街2-1	博多バスターミナル 7F	33.591413	130.419634			050-5835-2263	その他	ソノタ	バンダイナムコアミューズメントが展開する、アニメやアーティストの音楽と映像に囲まれた空間でコラボ料理が楽しめる次世代キャラクターカフェ。アニメ作品とのコラボプログラムや、特定のレーベルに特化した期間限定のコラボカフェ、バンプレストの企画によるオリジナル限定コラボ商品の販売コーナーなどがあります。	https://bandainamco-am.co.jp/cafe_and_bar/anionstation/stations/hakata-bus.html			フクオカシ	ソ	29	40	1	8
413	完了	福岡県	福岡市	ガシャポンのデF411:F415パート 博多バスターミナル店	812-0012	福岡県福岡市博多区博多駅中央街2-1	博多バスターミナル 7F	33.591480	130.419774				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数800面<br />※2020年10月30日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/hakata-bt/			フクオカシ	カ	28	40	1	8
414	完了	福岡県	福岡市	駿河屋博多マルイ店	812-0012	福岡県福岡市博多区博多駅中央街9-1	博多マルイ 6F	33.588840	130.419240				駿河屋	スルガヤ	通販ショップ「駿河屋」の実店舗<br />取り扱い商品は、スクイーズ、ファンシー雑貨、キャラクター雑貨、フィギュアなど<br />※2020年3月20日オープン	https://www.suruga-ya.jp/feature/hakata_marui/			フクオカシ	ス	23	40	1	8
415	完了	福岡県	福岡市	ガシャポンのデパート キャナルシティ博多店	812-0018	福岡県福岡市博多区住吉1-2-74	キャナルシティ博多サウスビル B1F ハムリーズ内	33.588726	130.410913				ガシャポンのデパート	ガシャポンのデパート	"バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数2,200面<br />※2020年8月8日オープン"	https://bandainamco-am.co.jp/others/capsule-toy-store/store/cc-hakata/			フクオカシ	カ	28	40	1	8
416	完了	福岡県	福岡市	THE GUNDAM BASE FUKUOKA	812-0018	福岡県福岡市博多区住吉1-2	キャナルシティ博多 サウスビル 1F	33.591479	130.419767				その他	ソノタ	ガンプラのオフィシャルショップ。<br />2019年11月30日オープン	https://www.gundam-base.net/			フクオカシ	ソ	29	40	1	8
417	完了	福岡県	福岡市	ラオックス アソビットシティ 福岡キャナルシティ博多店	812-0018	福岡県福岡市博多区住吉1-2	キャナルシティ博多 サウスビル 4F	33.588662	130.410943			092-263-8815	その他	ソノタ	大手総合免税店「ラオックス」が展開するホビー関連商品の専門店	https://canalcity.co.jp/shop/shop_type/1/detail/19			フクオカシ	ソ	29	40	1	8
418	完了	福岡県	筑紫野市	アニメイトイオンモール筑紫野	818-0042	福岡県筑紫野市立明寺434-1	イオンモール筑紫野 3F	33.481139	130.525917			092-919-5732	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/chikushino/			チクシノシ	ア	12	40	2	8
419	完了	福岡県	筑紫野市	らしんばんイオンモール筑紫野店	818-0042	福岡県筑紫野市立明寺434-1	イオンモール筑紫野 3F	33.481093	130.525908			092-918-1351	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/chikushino/			チクシノシ	ラ	19	40	2	8
420	完了	福岡県	久留米市	ガシャポンのデパート ゆめタウン久留米店	839-0865	福岡県久留米市新合川1-2-1	ゆめタウン久留米店 本館 2F	33.321339	130.537296				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数600面<br />※2020年10月2日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/kurume/			クルメシ	カ	28	40	24	8
421	完了	佐賀県	佐賀市	ガシャポンのデパート モラージュ佐賀店	840-0008	佐賀県佐賀市巨勢町大字牛島730	モラージュ佐賀 南館 1F	33.251185	130.319549				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数600面<br />※2021年1月22日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/saga-mallage/			サガシ	カ	28	41	1	8
422	完了	佐賀県	佐賀市	アニメイトモラージュ佐賀	840-0008	佐賀県佐賀市巨勢町大字牛島730	モラージュ佐賀 南館 2F	33.251097	130.319406			0952-41-2201	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/saga/			サガシ	ア	12	41	1	8
423	完了	佐賀県	佐賀市	らしんばんモラージュ佐賀店Light	840-0008	佐賀県佐賀市巨勢町大字牛島730	モラージュ佐賀 南館 2F	33.251339	130.319234			0952-37-0137	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/saga/			サガシ	ラ	19	41	1	8
424	完了	長崎県	長崎市	アニメイト長崎	850-0853	長崎県長崎市浜町1-10	有川ビル 3F	32.744345	129.877121			095-822-2011	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/nagasaki/			ナガサキシ	ア	12	42	1	8
425	完了	長崎県	佐世保市	アニメイト佐世保	857-0871	長崎県佐世保市本島町4-26	させぼライナービル 3F	33.170354	129.721681			0956-37-3001	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/sasebo/			サセボシ	ア	12	42	10	8
426	完了	熊本県	熊本市	アニメイト熊本	860-0808	熊本県熊本市中央区手取本町4-12	ファインビル 3F	32.802681	130.709375			096-311-0133	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kumamoto/			クマモトシ	ア	12	43	1	8
427	完了	熊本県	熊本市	らしんばん熊本店	860-0808	熊本県熊本市中央区手取本町4-12	ファインビル 4F	32.802681	130.709375			096-312-0755	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2010年7月31日オープン	https://www.lashinbang.com/store/kumamoto/			クマモトシ	ラ	19	43	1	8
428	完了	熊本県	熊本市	メロンブックス熊本店	860-0808	熊本県熊本市中央区手取本町4-12	ファインビル 4F	32.802681	130.709375			096-312-2117	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=25			クマモトシ	メ	20	43	1	8
429	完了	熊本県	熊本市	ガシャポンのデパート ワンダーシティ南熊本店	862-0976	熊本県熊本市中央区九品寺6-9-1	ワンダーシティ南熊本店内	32.786838	130.714682				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数620面<br />※2020年12月11日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/kumamoto-minami/			クマモトシ	カ	28	43	1	8
430	完了	熊本県	菊池郡	ガシャポンのデパート ゆめタウン光の森店	869-1108	熊本県菊池郡菊陽町光の森7-39-1	ゆめタウン光の森 南館 3F	32.858877	130.785178				ガシャポンのデパート	ガシャポンのデパート	"バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数1,000面<br />※2020年10月16日オープン"	https://bandainamco-am.co.jp/others/capsule-toy-store/store/hikarinomori/			キクチグン	カ	28	43	17	8
431		大分県	大分市	ポケモンストア アミュプラザおおいた店	870-0831	大分県大分市要町1-14 	アミュプラザおおいた 3F	33.233296	131.606285				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/oita/			オオイタシ	ホ	27	44	1	8
432	完了	大分県	大分市	アニメイト大分	870-0027	大分県大分市末広町1-1-30	青松ビル1F	33.234208	131.606184			097-540-5005	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/oita/			オオイタシ	ア	12	44	1	8
433	完了	宮崎県	宮崎市	アニメイト宮崎	880-0805	宮崎県宮崎市橘通東3-1-11	アゲインビル2F	31.913734	131.423365			0985-60-6641	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/miyazaki/			ミヤザキシ	ア	12	45	1	8
434		鹿児島県	鹿児島市	ポケモンストア アミュプラザ鹿児島店	890-0053	鹿児島県鹿児島市中央町1-1 	アミュプラザ鹿児島本館 4F	31.584691	130.542832				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/kagoshima/			カゴシマシ	ホ	27	46	1	8
435	完了	鹿児島県	鹿児島市	アニメイト鹿児島	892-0842	鹿児島県鹿児島市東千石町13-3	VISION BILD 3F	31.590712	130.554534			099-219-3139	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kagoshima/			カゴシマシ	ア	12	46	1	8
436	完了	沖縄県	那覇市	アニメイト那覇国際通り店	900-0013	沖縄県那覇市牧志1-2-1	花ビル4F	26.215431	127.684929			098-860-2731	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/naha/			ナハシ	ア	12	47	9	8
437	完了	沖縄県	那覇市	アニマール	900-0014	沖縄県那覇市松尾1-3-9	城間ビル 2～3F	26.214306	127.682750			098-860-8290	その他	ソノタ	アニメグッズ専門店				ナハシ	ソ	29	47	9	8
438		沖縄県	那覇市	ポケモンストア デパートリウボウ店	900-0015	沖縄県那覇市久茂地1-1-1	デパートリウボウ 2F	26.214047	127.679613				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/okinawa/			ナハシ	ホ	27	47	9	8
439		沖縄県	中頭郡	ポケモンストア イオンモール沖縄ライカム店	901-2306	沖縄県中頭郡北中城村字ライカム1	イオンモール沖縄ライカム 4F	26.314574	127.795495				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/okinawa_02/			ナカガミグン	ホ	27	47	7	8
